,year,eps_value,ticker
6,2016,$2.43,RJF
7,2015,$2.29,RJF
8,2014,$2.21,RJF
9,2013,$1.72,RJF
10,2012,$1.47,RJF
11,2011,$1.46,RJF
12,2010,$1.22,RJF
13,2009,$0.83,RJF
0,2021,$2.56,RTX
1,2020,$-2.59,RTX
2,2019,$6.41,RTX
3,2018,$6.50,RTX
4,2017,$5.70,RTX
5,2016,$6.12,RTX
6,2015,$8.61,RTX
7,2014,$6.82,RTX
8,2013,$6.25,RTX
9,2012,$5.66,RTX
10,2011,$5.49,RTX
11,2010,$4.74,RTX
12,2009,$4.12,RTX
0,2021,$0.87,O
1,2020,$1.14,O
2,2019,$1.38,O
3,2018,$1.26,O
4,2017,$1.10,O
5,2016,$1.13,O
6,2015,$1.09,O
7,2014,$1.04,O
8,2013,$1.06,O
9,2012,$0.86,O
10,2011,$1.05,O
11,2010,$1.01,O
12,2009,$1.03,O
0,2021,$2.12,REG
1,2020,$0.26,REG
2,2019,$1.43,REG
3,2018,$1.46,REG
4,2017,$1.00,REG
5,2016,$1.42,REG
6,2015,$1.36,REG
7,2014,$1.80,REG
8,2013,$1.40,REG
9,2012,$-0.08,REG
10,2011,$0.35,REG
11,2010,$-0.14,REG
12,2009,$-0.70,REG
0,2021,$71.97,REGN
1,2020,$30.52,REGN
2,2019,$18.46,REGN
3,2018,$21.29,REGN
4,2017,$10.34,REGN
5,2016,$7.70,REGN
6,2015,$5.52,REGN
7,2014,$2.98,REGN
8,2013,$3.72,REGN
9,2012,$6.75,REGN
10,2011,$-2.45,REGN
11,2010,$-1.26,REGN
12,2009,$-0.85,REGN
0,2021,$2.49,RF
1,2020,$1.03,RF
2,2019,$1.50,RF
3,2018,$1.54,RF
4,2017,$1.00,RF
5,2016,$0.87,RF
6,2015,$0.75,RF
7,2014,$0.79,RF
8,2013,$0.75,RF
9,2012,$0.71,RF
10,2011,$-0.34,RF
11,2010,$-0.62,RF
12,2009,$-1.27,RF
0,2021,$4.04,RSG
1,2020,$3.02,RSG
2,2019,$3.33,RSG
3,2018,$3.16,RSG
4,2017,$3.77,RSG
5,2016,$1.78,RSG
6,2015,$2.13,RSG
7,2014,$1.53,RSG
8,2013,$1.62,RSG
9,2012,$1.55,RSG
10,2011,$1.56,RSG
11,2010,$1.32,RSG
12,2009,$1.30,RSG
0,2022,$5.30,RMD
1,2021,$3.24,RMD
2,2020,$4.27,RMD
3,2019,$2.80,RMD
4,2018,$2.19,RMD
5,2017,$2.40,RMD
6,2016,$2.49,RMD
7,2015,$2.47,RMD
8,2014,$2.39,RMD
9,2013,$2.10,RMD
10,2012,$1.71,RMD
11,2011,$1.44,RMD
12,2010,$1.23,RMD
13,2009,$0.95,RMD
0,2021,$5.36,RHI
1,2020,$2.70,RHI
2,2019,$3.90,RHI
3,2018,$3.57,RHI
4,2017,$2.33,RHI
5,2016,$2.67,RHI
6,2015,$2.69,RHI
7,2014,$2.26,RHI
8,2013,$1.83,RHI
9,2012,$1.50,RHI
10,2011,$1.04,RHI
11,2010,$0.44,RHI
12,2009,$0.24,RHI
0,2022,$7.97,ROK
1,2021,$11.58,ROK
2,2020,$8.77,ROK
3,2019,$5.83,ROK
4,2018,$4.21,ROK
5,2017,$6.35,ROK
6,2016,$5.56,ROK
7,2015,$6.09,ROK
8,2014,$5.91,ROK
9,2013,$5.36,ROK
10,2012,$5.13,ROK
11,2011,$4.80,ROK
12,2010,$3.22,ROK
13,2009,$1.55,ROK
0,2021,$0.71,ROL
1,2020,$0.53,ROL
2,2019,$0.41,ROL
3,2018,$0.47,ROL
4,2017,$0.37,ROL
5,2016,$0.34,ROL
6,2015,$0.31,ROL
7,2014,$0.28,ROL
8,2013,$0.25,ROL
9,2012,$0.23,ROL
10,2011,$0.20,ROL
11,2010,$0.18,ROL
12,2009,$0.17,ROL
0,2021,$10.82,ROP
1,2020,$8.98,ROP
2,2019,$16.82,ROP
3,2018,$9.05,ROP
4,2017,$9.39,ROP
5,2016,$6.43,ROP
6,2015,$6.85,ROP
7,2014,$6.40,ROP
8,2013,$5.37,ROP
9,2012,$4.86,ROP
10,2011,$4.34,ROP
11,2010,$3.34,ROP
12,2009,$2.58,ROP
0,2022,$4.87,ROST
1,2021,$0.24,ROST
2,2020,$4.60,ROST
3,2019,$4.26,ROST
4,2018,$3.55,ROST
5,2017,$2.83,ROST
6,2016,$2.51,ROST
7,2015,$2.21,ROST
8,2014,$1.94,ROST
9,2013,$1.77,ROST
10,2012,$1.43,ROST
11,2011,$1.16,ROST
12,2010,$0.89,ROST
13,2009,$0.58,ROST
0,2021,$-20.89,RCL
1,2020,$-27.05,RCL
2,2019,$8.95,RCL
3,2018,$8.56,RCL
4,2017,$7.53,RCL
5,2016,$5.93,RCL
6,2015,$3.02,RCL
7,2014,$3.43,RCL
8,2013,$2.14,RCL
9,2012,$0.08,RCL
10,2011,$2.77,RCL
11,2010,$2.37,RCL
12,2009,$0.71,RCL
0,2021,$12.51,SPGI
1,2020,$9.66,SPGI
2,2019,$8.60,SPGI
3,2018,$7.73,SPGI
4,2017,$5.78,SPGI
5,2016,$7.94,SPGI
6,2015,$4.21,SPGI
7,2014,$-0.42,SPGI
8,2013,$4.91,SPGI
9,2012,$1.53,SPGI
10,2011,$3.00,SPGI
11,2010,$2.65,SPGI
12,2009,$2.33,SPGI
0,2022,$1.48,CRM
1,2021,$4.38,CRM
2,2020,$0.15,CRM
3,2019,$1.43,CRM
4,2018,$0.49,CRM
5,2017,$0.46,CRM
6,2016,$-0.07,CRM
7,2015,$-0.42,CRM
8,2014,$-0.39,CRM
9,2013,$-0.48,CRM
10,2012,$-0.02,CRM
11,2011,$0.12,CRM
12,2010,$0.16,CRM
13,2009,$0.09,CRM
0,2021,$2.14,SBAC
1,2020,$0.21,SBAC
2,2019,$1.28,SBAC
3,2018,$0.41,SBAC
4,2017,$0.86,SBAC
5,2016,$0.61,SBAC
6,2015,$-1.37,SBAC
7,2014,$-0.19,SBAC
8,2013,$-0.44,SBAC
9,2012,$-1.51,SBAC
10,2011,$-1.14,SBAC
11,2010,$-1.68,SBAC
12,2009,$-1.20,SBAC
0,2021,$1.32,SLB
1,2020,$-7.57,SLB
2,2019,$-7.32,SLB
3,2018,$1.53,SLB
4,2017,$-1.08,SLB
5,2016,$-1.24,SLB
6,2015,$1.63,SLB
7,2014,$4.16,SLB
8,2013,$5.05,SLB
9,2012,$4.10,SLB
10,2011,$3.67,SLB
11,2010,$3.38,SLB
12,2009,$2.59,SLB
0,2022,$7.36,STX
1,2021,$5.36,STX
2,2020,$3.79,STX
3,2019,$7.06,STX
4,2018,$4.05,STX
5,2017,$2.58,STX
6,2016,$0.82,STX
7,2015,$5.26,STX
8,2014,$4.52,STX
9,2013,$4.81,STX
10,2012,$6.49,STX
11,2011,$1.09,STX
12,2010,$3.14,STX
13,2009,$-6.40,STX
0,2021,$3.32,SEE
1,2020,$3.22,SEE
2,2019,$1.69,SEE
3,2018,$1.20,SEE
4,2017,$4.29,SEE
5,2016,$2.46,SEE
6,2015,$1.62,SEE
7,2014,$1.20,SEE
8,2013,$0.58,SEE
9,2012,$-7.32,SEE
10,2011,$0.80,SEE
11,2010,$1.44,SEE
12,2009,$1.35,SEE
0,2021,$4.01,SRE
1,2020,$12.88,SRE
2,2019,$7.29,SRE
3,2018,$3.42,SRE
4,2017,$1.01,SRE
5,2016,$5.46,SRE
6,2015,$5.37,SRE
7,2014,$4.63,SRE
8,2013,$4.01,SRE
9,2012,$3.48,SRE
10,2011,$5.51,SRE
11,2010,$2.86,SRE
12,2009,$4.52,SRE
0,2021,$1.13,NOW
1,2020,$0.59,NOW
2,2019,$3.18,NOW
3,2018,$-0.15,NOW
4,2017,$-0.68,NOW
5,2016,$-2.52,NOW
6,2015,$-1.27,NOW
7,2014,$-1.23,NOW
8,2013,$-0.54,NOW
9,2012,$-0.51,NOW
10,2011,$0.00,NOW
11,2011,$0.08,NOW
12,2010,$0.00,NOW
13,2010,$-1.31,NOW
14,2009,$0.00,NOW
15,2009,$-0.17,NOW
0,2021,$6.98,SHW
1,2020,$7.36,SHW
2,2019,$5.50,SHW
3,2018,$3.89,SHW
4,2017,$6.07,SHW
5,2016,$4.00,SHW
6,2015,$3.72,SHW
7,2014,$2.92,SHW
8,2013,$2.42,SHW
9,2012,$2.01,SHW
10,2011,$1.38,SHW
11,2010,$1.40,SHW
12,2009,$1.26,SHW
0,2021,$15.03,SBNY
1,2020,$9.96,SBNY
2,2019,$10.82,SBNY
3,2018,$0.01,SBNY
4,2017,$7.12,SBNY
5,2016,$7.37,SBNY
6,2015,$7.27,SBNY
7,2014,$5.95,SBNY
8,2013,$4.76,SBNY
9,2012,$3.91,SBNY
10,2011,$3.37,SBNY
11,2010,$2.46,SBNY
12,2009,$1.30,SBNY
0,2021,$6.84,SPG
1,2020,$3.59,SPG
2,2019,$6.81,SPG
3,2018,$7.87,SPG
4,2017,$6.24,SPG
5,2016,$5.87,SPG
6,2015,$5.88,SPG
7,2014,$4.52,SPG
8,2013,$4.24,SPG
9,2012,$4.72,SPG
10,2011,$3.48,SPG
11,2010,$2.10,SPG
12,2009,$1.05,SPG
0,2022,$7.81,SWKS
1,2021,$8.97,SWKS
2,2020,$4.80,SWKS
3,2019,$4.89,SWKS
4,2018,$5.01,SWKS
5,2017,$5.41,SWKS
6,2016,$5.18,SWKS
7,2015,$4.10,SWKS
8,2014,$2.38,SWKS
9,2013,$1.45,SWKS
10,2012,$1.05,SWKS
11,2011,$1.19,SWKS
12,2010,$0.75,SWKS
13,2009,$0.56,SWKS
0,2022,$5.83,SJM
1,2021,$7.79,SJM
2,2020,$6.84,SJM
3,2019,$4.52,SJM
4,2018,$11.78,SJM
5,2017,$5.10,SJM
6,2016,$5.76,SJM
7,2015,$3.33,SJM
8,2014,$5.42,SJM
9,2013,$5.00,SJM
10,2012,$4.06,SJM
11,2011,$4.05,SJM
12,2010,$4.15,SJM
13,2009,$3.11,SJM
0,2021,$14.92,SNA
1,2020,$11.44,SNA
2,2019,$12.41,SNA
3,2018,$11.87,SNA
4,2017,$9.52,SNA
5,2016,$9.20,SNA
6,2015,$8.10,SNA
7,2014,$7.14,SNA
8,2013,$5.93,SNA
9,2012,$5.20,SNA
10,2011,$4.71,SNA
11,2010,$3.19,SNA
12,2009,$2.32,SNA
0,2021,$3.06,SEDG
1,2020,$2.66,SEDG
2,2019,$2.90,SEDG
3,2018,$2.69,SEDG
4,2017,$1.85,SEDG
5,2016,$0.00,SEDG
6,2016,$1.73,SEDG
7,2015,$0.27,SEDG
8,2014,$0.00,SEDG
9,2014,$-7.64,SEDG
10,2013,$0.00,SEDG
11,2013,$-10.28,SEDG
12,2012,$0.00,SEDG
0,2021,$2.24,SO
1,2020,$2.93,SO
2,2019,$4.50,SO
3,2018,$2.17,SO
4,2017,$0.84,SO
5,2016,$2.55,SO
6,2015,$2.59,SO
7,2014,$2.18,SO
8,2013,$1.87,SO
9,2012,$2.67,SO
10,2011,$2.55,SO
11,2010,$2.36,SO
12,2009,$2.06,SO
0,2021,$1.61,LUV
1,2020,$-5.44,LUV
2,2019,$4.27,LUV
3,2018,$4.29,LUV
4,2017,$5.57,LUV
5,2016,$3.45,LUV
6,2015,$3.27,LUV
7,2014,$1.64,LUV
8,2013,$1.05,LUV
9,2012,$0.56,LUV
10,2011,$0.23,LUV
11,2010,$0.61,LUV
12,2009,$0.13,LUV
0,2021,$10.16,SWK
1,2020,$7.46,SWK
2,2019,$6.11,SWK
3,2018,$3.85,SWK
4,2017,$8.05,SWK
5,2016,$6.53,SWK
6,2015,$5.79,SWK
7,2014,$4.76,SWK
8,2013,$3.09,SWK
9,2012,$5.30,SWK
10,2011,$3.97,SWK
11,2010,$1.32,SWK
12,2009,$2.79,SWK
0,2022,$2.83,SBUX
1,2021,$3.54,SBUX
2,2020,$0.79,SBUX
3,2019,$2.92,SBUX
4,2018,$3.24,SBUX
5,2017,$1.97,SBUX
6,2016,$1.90,SBUX
7,2015,$1.82,SBUX
8,2014,$1.35,SBUX
9,2013,$0.01,SBUX
10,2012,$0.90,SBUX
11,2011,$0.81,SBUX
12,2010,$0.62,SBUX
13,2009,$0.26,SBUX
0,2021,$7.19,STT
1,2020,$6.32,STT
2,2019,$5.38,STT
3,2018,$6.39,STT
4,2017,$5.19,STT
5,2016,$4.97,STT
6,2015,$4.47,STT
7,2014,$4.53,STT
8,2013,$4.43,STT
9,2012,$4.20,STT
10,2011,$3.79,STT
11,2010,$3.09,STT
12,2009,$-4.32,STT
0,2022,$2.48,STE
1,2021,$4.63,STE
2,2020,$4.76,STE
3,2019,$3.55,STE
4,2018,$3.39,STE
5,2017,$1.28,STE
6,2016,$1.56,STE
7,2015,$2.25,STE
8,2014,$2.17,STE
9,2013,$2.72,STE
10,2012,$2.31,STE
11,2011,$0.85,STE
12,2010,$2.16,STE
13,2009,$1.86,STE
0,2021,$5.21,SYK
1,2020,$4.20,SYK
2,2019,$5.48,SYK
3,2018,$9.34,SYK
4,2017,$2.68,SYK
5,2016,$4.35,SYK
6,2015,$3.78,SYK
7,2014,$1.34,SYK
8,2013,$2.63,SYK
9,2012,$3.39,SYK
10,2011,$3.45,SYK
11,2010,$3.19,SYK
12,2009,$2.77,SYK
0,2021,$31.25,SIVB
1,2020,$22.87,SIVB
2,2019,$21.73,SIVB
3,2018,$18.11,SIVB
4,2017,$9.20,SIVB
5,2016,$7.31,SIVB
6,2015,$6.62,SIVB
7,2014,$5.31,SIVB
8,2013,$4.67,SIVB
9,2012,$3.91,SIVB
10,2011,$3.94,SIVB
11,2010,$2.24,SIVB
12,2009,$0.66,SIVB
0,2021,$7.34,SYF
1,2020,$2.27,SYF
2,2019,$5.56,SYF
3,2018,$3.74,SYF
4,2017,$2.42,SYF
5,2016,$2.71,SYF
6,2015,$2.65,SYF
7,2014,$2.78,SYF
8,2013,$2.81,SYF
9,2012,$3.00,SYF
10,2011,$0.00,SYF
0,2022,$6.29,SNPS
1,2021,$4.81,SNPS
2,2020,$4.27,SNPS
3,2019,$3.45,SNPS
4,2018,$2.82,SNPS
5,2017,$0.88,SNPS
6,2016,$1.73,SNPS
7,2015,$1.43,SNPS
8,2014,$1.64,SNPS
9,2013,$1.58,SNPS
10,2012,$1.21,SNPS
11,2011,$1.47,SNPS
12,2010,$1.56,SNPS
13,2009,$1.15,SNPS
0,2022,$2.64,SYY
1,2021,$1.02,SYY
2,2020,$0.42,SYY
3,2019,$3.20,SYY
4,2018,$2.70,SYY
5,2017,$2.08,SYY
6,2016,$1.64,SYY
7,2015,$1.15,SYY
8,2014,$1.58,SYY
9,2013,$1.67,SYY
10,2012,$1.90,SYY
11,2011,$1.96,SYY
12,2010,$1.99,SYY
13,2009,$1.77,SYY
0,2021,$2.41,TMUS
1,2020,$2.65,TMUS
2,2019,$4.02,TMUS
3,2018,$3.36,TMUS
4,2017,$5.20,TMUS
5,2016,$1.69,TMUS
6,2015,$0.82,TMUS
7,2014,$0.30,TMUS
8,2013,$0.05,TMUS
9,2012,$-13.70,TMUS
10,2011,$-8.81,TMUS
11,2010,$1.08,TMUS
12,2009,$0.98,TMUS
0,2021,$13.12,TROW
1,2020,$9.98,TROW
2,2019,$8.70,TROW
3,2018,$7.27,TROW
4,2017,$5.97,TROW
5,2016,$4.75,TROW
6,2015,$4.63,TROW
7,2014,$4.55,TROW
8,2013,$3.90,TROW
9,2012,$3.36,TROW
10,2011,$2.92,TROW
11,2010,$2.53,TROW
12,2009,$1.65,TROW
0,2022,$3.58,TTWO
1,2021,$5.09,TTWO
2,2020,$3.54,TTWO
3,2019,$2.90,TTWO
4,2018,$1.54,TTWO
5,2017,$0.72,TTWO
6,2016,$-0.10,TTWO
7,2015,$-3.48,TTWO
8,2014,$3.20,TTWO
9,2013,$-0.34,TTWO
10,2012,$-1.31,TTWO
11,2011,$0.56,TTWO
12,2010,$-1.58,TTWO
13,2009,$-1.83,TTWO
0,2022,$3.17,TPR
1,2021,$2.95,TPR
2,2020,$-2.34,TPR
3,2019,$2.21,TPR
4,2018,$1.38,TPR
5,2017,$2.09,TPR
6,2016,$1.65,TPR
7,2015,$1.45,TPR
8,2014,$2.79,TPR
9,2013,$3.61,TPR
10,2012,$3.53,TPR
11,2011,$2.92,TPR
12,2010,$2.33,TPR
13,2009,$1.91,TPR
0,2021,$-0.07,TRGP
1,2020,$-7.26,TRGP
2,2019,$-1.44,TRGP
3,2018,$-0.53,TRGP
4,2017,$-0.31,TRGP
5,2016,$-1.80,TRGP
6,2015,$1.09,TRGP
7,2014,$2.43,TRGP
8,2013,$1.55,TRGP
9,2012,$0.91,TRGP
10,2011,$0.74,TRGP
11,2010,$-30.94,TRGP
12,2009,$0.00,TRGP
0,2022,$14.10,TGT
1,2021,$8.64,TGT
2,2020,$6.36,TGT
3,2019,$5.51,TGT
4,2018,$5.29,TGT
5,2017,$4.69,TGT
6,2016,$5.31,TGT
7,2015,$-2.56,TGT
8,2014,$3.07,TGT
9,2013,$4.52,TGT
10,2012,$4.28,TGT
11,2011,$4.00,TGT
12,2010,$3.30,TGT
13,2009,$2.86,TGT
0,2022,$7.47,TEL
1,2021,$6.79,TEL
2,2020,$-0.73,TEL
3,2019,$5.42,TEL
4,2018,$7.27,TEL
5,2017,$4.70,TEL
6,2016,$5.44,TEL
7,2015,$5.89,TEL
8,2014,$4.27,TEL
9,2013,$3.02,TEL
10,2012,$2.59,TEL
11,2011,$2.81,TEL
12,2010,$2.41,TEL
13,2009,$-7.11,TEL
0,2021,$10.05,TDY
1,2020,$10.62,TDY
2,2019,$10.73,TDY
3,2018,$9.01,TDY
4,2017,$6.26,TDY
5,2016,$5.37,TDY
6,2015,$5.44,TDY
7,2014,$5.75,TDY
8,2013,$4.87,TDY
9,2012,$4.39,TDY
10,2011,$6.84,TDY
11,2010,$3.27,TDY
12,2009,$3.10,TDY
0,2021,$10.23,TFX
1,2020,$7.09,TFX
2,2019,$9.80,TFX
3,2018,$4.29,TFX
4,2017,$3.27,TFX
5,2016,$4.98,TFX
6,2015,$5.10,TFX
7,2014,$4.04,TFX
8,2013,$3.45,TFX
9,2012,$-4.65,TFX
10,2011,$7.92,TFX
11,2010,$4.99,TFX
12,2009,$7.59,TFX
0,2021,$5.53,TER
1,2020,$4.28,TER
2,2019,$2.60,TER
3,2018,$2.35,TER
4,2017,$1.28,TER
5,2016,$-0.21,TER
6,2015,$0.97,TER
7,2014,$0.37,TER
8,2013,$0.70,TER
9,2012,$0.94,TER
10,2011,$1.63,TER
11,2010,$1.75,TER
12,2009,$-0.77,TER
0,2021,$1.63,TSLA
1,2020,$0.21,TSLA
2,2019,$-0.33,TSLA
3,2018,$-0.38,TSLA
4,2017,$-0.79,TSLA
5,2016,$-0.31,TSLA
6,2015,$-0.46,TSLA
7,2014,$-0.16,TSLA
8,2013,$-0.04,TSLA
9,2012,$-0.25,TSLA
10,2011,$-0.17,TSLA
11,2010,$-0.20,TSLA
12,2009,$-0.53,TSLA
0,2021,$8.26,TXN
1,2020,$5.97,TXN
2,2019,$5.24,TXN
3,2018,$5.59,TXN
4,2017,$3.61,TXN
5,2016,$3.48,TXN
6,2015,$2.82,TXN
7,2014,$2.57,TXN
8,2013,$1.91,TXN
9,2012,$1.51,TXN
10,2011,$1.88,TXN
11,2010,$2.62,TXN
12,2009,$1.15,TXN
0,2021,$3.30,TXT
1,2020,$1.35,TXT
2,2019,$3.50,TXT
3,2018,$4.83,TXT
4,2017,$1.14,TXT
5,2016,$3.53,TXT
6,2015,$2.50,TXT
7,2014,$2.13,TXT
8,2013,$1.75,TXT
9,2012,$2.00,TXT
10,2011,$0.79,TXT
11,2010,$0.28,TXT
12,2009,$-0.12,TXT
0,2021,$19.46,TMO
1,2020,$15.96,TMO
2,2019,$9.17,TMO
3,2018,$7.24,TMO
4,2017,$5.59,TMO
5,2016,$5.09,TMO
6,2015,$4.92,TMO
7,2014,$4.71,TMO
8,2013,$3.48,TMO
9,2012,$3.21,TMO
10,2011,$3.46,TMO
11,2010,$2.53,TMO
12,2009,$2.01,TMO
0,2022,$2.70,TJX
1,2021,$0.07,TJX
2,2020,$2.67,TJX
3,2019,$2.43,TJX
4,2018,$2.02,TJX
5,2017,$1.73,TJX
6,2016,$1.67,TJX
7,2015,$1.58,TJX
8,2014,$1.47,TJX
9,2013,$1.28,TJX
10,2012,$0.97,TJX
11,2011,$0.83,TJX
12,2010,$0.71,TJX
13,2009,$0.50,TJX
0,2021,$8.61,TSCO
1,2020,$6.38,TSCO
2,2019,$4.66,TSCO
3,2018,$4.31,TSCO
4,2017,$3.30,TSCO
5,2016,$3.27,TSCO
6,2015,$3.00,TSCO
7,2014,$2.66,TSCO
8,2013,$2.32,TSCO
9,2012,$1.90,TSCO
10,2011,$1.51,TSCO
11,2010,$1.13,TSCO
12,2009,$0.82,TSCO
0,2021,$5.87,TT
1,2020,$3.52,TT
2,2019,$5.77,TT
3,2018,$5.35,TT
4,2017,$5.05,TT
5,2016,$5.65,TT
6,2015,$2.48,TT
7,2014,$3.40,TT
8,2013,$2.07,TT
9,2012,$3.28,TT
10,2011,$1.01,TT
11,2010,$1.89,TT
12,2009,$1.37,TT
0,2022,$13.40,TDG
1,2021,$10.41,TDG
2,2020,$8.96,TDG
3,2019,$13.84,TDG
4,2018,$16.20,TDG
5,2017,$7.88,TDG
6,2016,$10.39,TDG
7,2015,$7.84,TDG
8,2014,$3.16,TDG
9,2013,$2.39,TDG
10,2012,$5.97,TDG
11,2011,$3.17,TDG
12,2010,$2.52,TDG
13,2009,$3.10,TDG
0,2021,$14.49,TRV
1,2020,$10.52,TRV
2,2019,$9.92,TRV
3,2018,$9.28,TRV
4,2017,$7.33,TRV
5,2016,$10.28,TRV
6,2015,$10.88,TRV
7,2014,$10.70,TRV
8,2013,$9.74,TRV
9,2012,$6.30,TRV
10,2011,$3.36,TRV
11,2010,$6.62,TRV
12,2009,$6.33,TRV
0,2021,$1.94,TRMB
1,2020,$1.55,TRMB
2,2019,$2.03,TRMB
3,2018,$1.12,TRMB
4,2017,$0.46,TRMB
5,2016,$0.52,TRMB
6,2015,$0.47,TRMB
7,2014,$0.81,TRMB
8,2013,$0.84,TRMB
9,2012,$0.74,TRMB
10,2011,$0.60,TRMB
11,2010,$0.42,TRMB
12,2009,$0.26,TRMB
0,2021,$4.47,TFC
1,2020,$3.08,TFC
2,2019,$3.71,TFC
3,2018,$3.91,TFC
4,2017,$2.74,TFC
5,2016,$2.77,TFC
6,2015,$2.56,TFC
7,2014,$2.72,TFC
8,2013,$2.19,TFC
9,2012,$2.70,TFC
10,2011,$1.83,TFC
11,2010,$1.16,TFC
12,2009,$1.15,TFC
0,2021,$3.82,TYL
1,2020,$4.69,TYL
2,2019,$3.65,TYL
3,2018,$3.68,TYL
4,2017,$4.32,TYL
5,2016,$2.92,TYL
6,2015,$1.77,TYL
7,2014,$1.66,TYL
8,2013,$1.13,TYL
9,2012,$1.00,TYL
10,2011,$0.83,TYL
11,2010,$0.71,TYL
12,2009,$0.74,TYL
0,2022,$8.92,TSN
1,2021,$8.34,TSN
2,2020,$5.64,TSN
3,2019,$5.40,TSN
4,2018,$8.04,TSN
5,2017,$4.79,TSN
6,2016,$4.53,TSN
7,2015,$2.95,TSN
8,2014,$2.37,TSN
9,2013,$2.12,TSN
10,2012,$1.58,TSN
11,2011,$1.97,TSN
12,2010,$2.06,TSN
13,2009,$-1.47,TSN
0,2021,$5.10,USB
1,2020,$3.06,USB
2,2019,$4.16,USB
3,2018,$4.14,USB
4,2017,$3.51,USB
5,2016,$3.24,USB
6,2015,$3.16,USB
7,2014,$3.08,USB
8,2013,$3.00,USB
9,2012,$2.84,USB
10,2011,$2.46,USB
11,2010,$1.73,USB
12,2009,$0.97,USB
0,2021,$0.48,UDR
1,2020,$0.20,UDR
2,2019,$0.63,UDR
3,2018,$0.74,UDR
4,2017,$0.44,UDR
5,2016,$1.08,UDR
6,2015,$1.29,UDR
7,2014,$0.59,UDR
8,2013,$0.16,UDR
9,2012,$0.85,UDR
10,2011,$0.05,UDR
11,2010,$-0.68,UDR
12,2009,$-0.64,UDR
0,2022,$17.98,ULTA
1,2021,$3.11,ULTA
2,2020,$12.15,ULTA
3,2019,$10.94,ULTA
4,2018,$8.96,ULTA
5,2017,$6.52,ULTA
6,2016,$4.98,ULTA
7,2015,$3.98,ULTA
8,2014,$3.15,ULTA
9,2013,$2.68,ULTA
10,2012,$1.90,ULTA
11,2011,$1.16,ULTA
12,2010,$0.66,ULTA
13,2009,$0.43,ULTA
0,2021,$9.95,UNP
1,2020,$7.88,UNP
2,2019,$8.38,UNP
3,2018,$7.91,UNP
4,2017,$13.36,UNP
5,2016,$5.07,UNP
6,2015,$5.49,UNP
7,2014,$5.75,UNP
8,2013,$4.71,UNP
9,2012,$4.14,UNP
10,2011,$3.36,UNP
11,2010,$2.77,UNP
12,2009,$1.87,UNP
0,2021,$-6.10,UAL
1,2020,$-25.30,UAL
2,2019,$11.58,UAL
3,2018,$7.67,UAL
4,2017,$7.06,UAL
5,2016,$6.76,UAL
6,2015,$19.47,UAL
7,2014,$2.93,UAL
8,2013,$1.53,UAL
9,2012,$-2.18,UAL
10,2011,$2.26,UAL
11,2010,$1.08,UAL
12,2009,$-4.32,UAL
0,2021,$14.68,UPS
1,2020,$1.54,UPS
2,2019,$5.11,UPS
3,2018,$5.51,UPS
4,2017,$5.61,UPS
5,2016,$3.86,UPS
6,2015,$5.35,UPS
7,2014,$3.28,UPS
8,2013,$4.61,UPS
9,2012,$0.83,UPS
10,2011,$3.84,UPS
11,2010,$3.33,UPS
12,2009,$1.96,UPS
0,2021,$19.04,URI
1,2020,$12.20,URI
2,2019,$15.11,URI
3,2018,$13.12,URI
4,2017,$15.73,URI
5,2016,$6.45,URI
6,2015,$6.07,URI
7,2014,$5.15,URI
8,2013,$3.64,URI
9,2012,$0.79,URI
10,2011,$1.38,URI
11,2010,$-0.44,URI
12,2009,$-1.02,URI
0,2021,$18.08,UNH
1,2020,$16.03,UNH
2,2019,$14.33,UNH
3,2018,$12.19,UNH
4,2017,$10.72,UNH
5,2016,$7.25,UNH
6,2015,$6.01,UNH
7,2014,$5.70,UNH
8,2013,$5.50,UNH
9,2012,$5.28,UNH
10,2011,$4.73,UNH
11,2010,$4.10,UNH
12,2009,$3.24,UNH
0,2021,$11.82,UHS
1,2020,$10.99,UHS
2,2019,$9.13,UHS
3,2018,$8.31,UHS
4,2017,$7.81,UHS
5,2016,$7.14,UHS
6,2015,$6.76,UHS
7,2014,$5.42,UHS
8,2013,$5.14,UHS
9,2012,$4.53,UHS
10,2011,$4.04,UHS
11,2010,$2.34,UHS
12,2009,$2.64,UHS
0,2021,$2.27,VLO
1,2020,$-3.50,VLO
2,2019,$5.84,VLO
3,2018,$7.29,VLO
4,2017,$9.16,VLO
5,2016,$4.94,VLO
6,2015,$7.99,VLO
7,2014,$6.85,VLO
8,2013,$4.97,VLO
9,2012,$3.75,VLO
10,2011,$3.68,VLO
11,2010,$0.57,VLO
12,2009,$-3.67,VLO
0,2021,$0.13,VTR
1,2020,$1.17,VTR
2,2019,$1.17,VTR
3,2018,$1.14,VTR
4,2017,$3.78,VTR
5,2016,$1.86,VTR
6,2015,$1.25,VTR
7,2014,$1.60,VTR
8,2013,$1.54,VTR
9,2012,$1.23,VTR
10,2011,$1.58,VTR
11,2010,$1.56,VTR
12,2009,$1.74,VTR
0,2021,$7.00,VRSN
1,2020,$7.07,VRSN
2,2019,$5.15,VRSN
3,2018,$4.75,VRSN
4,2017,$3.68,VRSN
5,2016,$3.42,VRSN
6,2015,$2.82,VRSN
7,2014,$2.52,VRSN
8,2013,$3.49,VRSN
9,2012,$1.95,VRSN
10,2011,$0.86,VRSN
